drug,targets,S1,S2,S3,S4,S5,S6,S7,S8
D02354,hsa1132,7,0.427312857142857,0.25641,0.545455,10,0.269235146408268,0.117490217663285,0.558752782213286
D02361,hsa1132,7,0.400207714285714,0.179487,0.76,13,0.236824528678195,0.117490217663285,0.558752782213286
D00113,hsa1133,6,0.320611833333333,0.184211,0.72,4,0.433479542595029,0.386219638838388,0.470677026332781
D00454,hsa1133,6,0.3661165,0.264706,0.53125,21,0.188315406474394,0.106417843067026,0.470677026332781
D00494,hsa1133,6,0.425681833333333,0.2,0.76,10,0.263723612584736,0.106417843067026,0.470677026332781
D01871,hsa1133,6,0.418660166666667,0.285714,0.545455,4,0.433479542595029,0.386219638838388,0.470677026332781
D02070,hsa1133,6,0.3273835,0.179487,0.72,4,0.433479542595029,0.386219638838388,0.470677026332781
D02354,hsa1133,6,0.442976166666667,0.25641,0.545455,10,0.255338453148428,0.106417843067026,0.470677026332781
D02361,hsa1133,6,0.399200666666667,0.179487,0.76,13,0.223769364151071,0.106417843067026,0.470677026332781
D00227,hsa134,4,0.3530925,0.05,0.53125,2,0.444719277258647,0.412193047930497,0.477245506586798
D00332,hsa134,4,0.04759875,0,0.071429,1,0.117543284697243,0.117543284697243,0.117543284697243
D00528,hsa134,4,0.4383915,0,0.684211,13,0.163396922208116,0.0713690651724862,0.477245506586798
D01712,hsa134,4,0.44402525,0.071429,0.684211,1,0.412193047930497,0.412193047930497,0.412193047930497
D02884,hsa134,4,0.464728,0.068966,0.65,1,0.412193047930497,0.412193047930497,0.412193047930497
D00227,hsa135,3,0.454123333333333,0.411765,0.53125,2,0.375026132908758,0.337859217887019,0.412193047930497
D00528,hsa135,3,0.584522,0.419355,0.684211,13,0.149253081079331,0.0546261894063439,0.513952070199664
D01712,hsa135,3,0.568224,0.411765,0.684211,1,0.412193047930497,0.412193047930497,0.412193047930497
D02884,hsa135,3,0.596648666666667,0.53125,0.65,1,0.412193047930497,0.412193047930497,0.412193047930497
D00528,hsa136,2,0.677778,0.555556,0.8,13,0.155949034254121,0.0582294031453474,0.513952070199664
D00227,hsa140,1,0.419355,0.419355,0.419355,2,0.407552362236908,0.337859217887019,0.477245506586798
D00528,hsa140,1,0.419355,0.419355,0.419355,13,0.147159256657481,0.031808840521601,0.477245506586798
D00255,hsa146,24,0.249003666666667,0.048387,0.411765,7,0.266823561575748,0.174358020990416,0.435373958198939
D00281,hsa146,24,0.222966875,0.042553,0.933333,5,0.280256544692262,0.174358020990416,0.435373958198939
D00283,hsa146,24,0.311996708333333,0.074074,0.62963,24,0.200840084312829,0.104213314577451,0.435373958198939
D00426,hsa146,24,0.240574125,0.122449,0.394737,3,0.337461017179191,0.156202896266647,0.435373958198939
D00437,hsa146,24,0.171106208333333,0,0.25641,8,0.244742474920251,0.0901748683317724,0.435373958198939
D00454,hsa146,24,0.281920583333333,0.075472,0.607143,21,0.191634543495523,0.104213314577451,0.435373958198939
D00509,hsa146,24,0.265701625,0.12963,0.361111,5,0.280256544692262,0.174358020990416,0.435373958198939
D00513,hsa146,24,0.243392416666667,0.06,0.411765,18,0.224282106872155,0.144790679260254,0.435373958198939
D00604,hsa146,24,0.221408208333333,0.041667,0.933333,3,0.181700856063462,0.174358020990416,0.194233874210128
D00607,hsa146,24,0.0981237083333333,0.016949,0.658537,5,0.280256544692262,0.174358020990416,0.435373958198939
D00609,hsa146,24,0.257513208333333,0.103448,0.416667,5,0.280256544692262,0.174358020990416,0.435373958198939
D00996,hsa146,24,0.232508541666667,0.042553,0.541667,8,0.257749850655046,0.174358020990416,0.435373958198939
D01020,hsa146,24,0.232814333333333,0.02,0.428571,2,0.428090077635462,0.420806197071986,0.435373958198939
D01022,hsa146,24,0.226230291666667,0.057692,0.352941,5,0.280256544692262,0.174358020990416,0.435373958198939
D01024,hsa146,24,0.294414083333333,0.103448,0.52381,2,0.428090077635462,0.420806197071986,0.435373958198939
D01051,hsa146,24,0.255439583333333,0.125,0.444444,5,0.291824662951969,0.156202896266647,0.435373958198939
D01358,hsa146,24,0.321439333333333,0.098039,0.708333,3,0.337461017179191,0.156202896266647,0.435373958198939
D01603,hsa146,24,0.201945583333333,0.114754,0.377778,5,0.280256544692262,0.174358020990416,0.435373958198939
D01713,hsa146,24,0.28730225,0.078431,0.708333,7,0.240254416122264,0.104213314577451,0.435373958198939
D01965,hsa146,24,0.27179475,0.09375,0.52381,2,0.428090077635462,0.420806197071986,0.435373958198939
D02149,hsa146,24,0.176728833333333,0.035714,0.541667,8,0.257749850655046,0.174358020990416,0.435373958198939
D02234,hsa146,24,0.20798375,0.090909,0.358491,2,0.428090077635462,0.420806197071986,0.435373958198939
D02237,hsa146,24,0.114190041666667,0,0.658537,5,0.280256544692262,0.174358020990416,0.435373958198939
D02356,hsa146,24,0.228253083333333,0.030303,0.44186,6,0.241246996456393,0.114093247508238,0.435373958198939
D02361,hsa146,24,0.282346458333333,0.035088,0.472222,13,0.18656040145408,0.104213314577451,0.435373958198939
D00255,hsa147,23,0.253140956521739,0.048387,0.411765,7,0.278670053805589,0.187603132554024,0.457300718408287
D00281,hsa147,23,0.192081391304348,0.042553,0.307692,5,0.293698947829842,0.187603132554024,0.457300718408287
D00283,hsa147,23,0.313967565217391,0.074074,0.62963,24,0.214412698313077,0.101528116272236,0.457300718408287
D00426,hsa147,23,0.243024695652174,0.122449,0.394737,3,0.360356275985942,0.1883941513506,0.457300718408287
D00437,hsa147,23,0.169322956521739,0,0.25641,8,0.257835320117732,0.111992184302735,0.457300718408287
D00454,hsa147,23,0.284033086956522,0.075472,0.607143,21,0.20009980716375,0.101528116272236,0.457300718408287
D00509,hsa147,23,0.265025608695652,0.12963,0.361111,5,0.293698947829842,0.187603132554024,0.457300718408287
D00513,hsa147,23,0.244312869565217,0.06,0.411765,18,0.23897093243382,0.168158569790781,0.457300718408287
D00607,hsa147,23,0.100578347826087,0.016949,0.658537,5,0.293698947829842,0.187603132554024,0.457300718408287
D00609,hsa147,23,0.260483826086957,0.103448,0.416667,5,0.293698947829842,0.187603132554024,0.457300718408287
D00996,hsa147,23,0.233559652173913,0.042553,0.541667,8,0.268443054295458,0.187603132554024,0.457300718408287
D01020,hsa147,23,0.23457547826087,0.02,0.428571,2,0.446337338303613,0.435373958198939,0.457300718408287
D01022,hsa147,23,0.221016217391304,0.057692,0.352941,5,0.293698947829842,0.187603132554024,0.457300718408287
D01024,hsa147,23,0.300349695652174,0.103448,0.52381,2,0.446337338303613,0.435373958198939,0.457300718408287
D01051,hsa147,23,0.258320043478261,0.125,0.444444,5,0.312059255601232,0.1883941513506,0.457300718408287
D01358,hsa147,23,0.322992608695652,0.098039,0.708333,3,0.360356275985942,0.1883941513506,0.457300718408287
D01603,hsa147,23,0.205670217391304,0.114754,0.377778,5,0.293698947829842,0.187603132554024,0.457300718408287
D01713,hsa147,23,0.286911217391304,0.078431,0.708333,7,0.255311202255562,0.101528116272236,0.457300718408287
D01965,hsa147,23,0.274067913043478,0.09375,0.52381,2,0.446337338303613,0.435373958198939,0.457300718408287
D02149,hsa147,23,0.179297608695652,0.035714,0.541667,8,0.268443054295458,0.187603132554024,0.457300718408287
D02234,hsa147,23,0.208975,0.090909,0.358491,2,0.446337338303613,0.435373958198939,0.457300718408287
D02237,hsa147,23,0.11726447826087,0,0.658537,5,0.293698947829842,0.187603132554024,0.457300718408287
D02356,hsa147,23,0.234224565217391,0.030303,0.44186,6,0.255668783312458,0.128586145546258,0.457300718408287
D02361,hsa147,23,0.28822852173913,0.035088,0.472222,13,0.19660786976521,0.101528116272236,0.457300718408287
D00095,hsa148,31,0.247862806451613,0.043478,0.928571,2,0.238957245597972,0.232145206839278,0.245769284356666
D00255,hsa148,31,0.262351741935484,0.039216,0.428571,7,0.281742066029506,0.188955390704787,0.457300718408287
D00281,hsa148,31,0.192415870967742,0.042553,0.307692,5,0.290781230504811,0.188955390704787,0.457300718408287
D00283,hsa148,31,0.315823612903226,0.074074,0.62963,24,0.222722100886419,0.123439562868129,0.457300718408287
D00426,hsa148,31,0.247313387096774,0.122449,0.394737,3,0.351732035604892,0.177089191334404,0.457300718408287
D00437,hsa148,31,0.173727,0,0.305556,8,0.261589127347345,0.120518556572216,0.457300718408287
D00454,hsa148,31,0.284499064516129,0.075472,0.607143,21,0.207299358775948,0.123439562868129,0.457300718408287
D00494,hsa148,31,0.310996290322581,0.018519,0.76,10,0.144348800902149,0.123439562868129,0.185643146215231
D00503,hsa148,31,0.314596258064516,0.107143,0.612903,3,0.213549306635372,0.185643146215231,0.23539042259194
D00509,hsa148,31,0.261638225806452,0.113636,0.361111,5,0.290781230504811,0.188955390704787,0.457300718408287
D00513,hsa148,31,0.250276677419355,0.051282,0.411765,18,0.246674225294861,0.159631279284593,0.457300718408287
D00607,hsa148,31,0.0960353870967742,0.016949,0.658537,5,0.290781230504811,0.188955390704787,0.457300718408287
D00609,hsa148,31,0.265369548387097,0.103448,0.567568,5,0.290781230504811,0.188955390704787,0.457300718408287
D00996,hsa148,31,0.255951580645161,0.042553,0.928571,8,0.271036291327384,0.188955390704787,0.457300718408287
D01020,hsa148,31,0.239428483870968,0.02,0.428571,2,0.439053457740136,0.420806197071986,0.457300718408287
D01022,hsa148,31,0.225330806451613,0.057692,0.352941,5,0.290781230504811,0.188955390704787,0.457300718408287
D01024,hsa148,31,0.304798967741936,0.04,0.52381,2,0.439053457740136,0.420806197071986,0.457300718408287
D01051,hsa148,31,0.264714870967742,0.125,0.513514,5,0.310108698442532,0.177089191334404,0.457300718408287
D01358,hsa148,31,0.325787870967742,0.098039,0.708333,3,0.351732035604892,0.177089191334404,0.457300718408287
D01603,hsa148,31,0.200339741935484,0.018182,0.377778,5,0.290781230504811,0.188955390704787,0.457300718408287
D01713,hsa148,31,0.285654935483871,0.078431,0.708333,7,0.25682505987759,0.123439562868129,0.457300718408287
D01965,hsa148,31,0.28082264516129,0.074074,0.52381,2,0.439053457740136,0.420806197071986,0.457300718408287
D02149,hsa148,31,0.189177064516129,0.035714,0.565217,8,0.271036291327384,0.188955390704787,0.457300718408287
D02234,hsa148,31,0.206742935483871,0.090909,0.358491,2,0.439053457740136,0.420806197071986,0.457300718408287
D02237,hsa148,31,0.111748838709677,0,0.658537,5,0.290781230504811,0.188955390704787,0.457300718408287
D02356,hsa148,31,0.244774322580645,0.030303,0.44186,6,0.256189215614402,0.138251171956855,0.457300718408287
D02361,hsa148,31,0.30736835483871,0.035088,0.76,13,0.202374952751311,0.123439562868129,0.457300718408287
D02566,hsa148,31,0.320737129032258,0.098039,0.555556,3,0.138373775773181,0.123439562868129,0.161413326021298
D02910,hsa148,31,0.267562903225807,0.038462,0.447368,1,0.232145206839278,0.232145206839278,0.232145206839278
D00136,hsa150,28,0.257363964285714,0.085106,0.441176,3,0.322124373983544,0.238230689215673,0.464912501525926
D00255,hsa150,28,0.23506525,0.048387,0.411765,7,0.224175379140353,0.153991261678963,0.464912501525926
D00270,hsa150,28,0.284199892857143,0.037037,0.538462,6,0.239418397832956,0.136585625862236,0.464912501525926
D00281,hsa150,28,0.233840714285714,0.042553,0.933333,5,0.302148055083957,0.176510672989843,0.488998837935813
D00283,hsa150,28,0.28436725,0.074074,0.607143,24,0.201134144678221,0.133119294057334,0.464912501525926
D00332,hsa150,28,0.0890503214285714,0,0.1875,1,0.117543284697243,0.117543284697243,0.117543284697243
D00437,hsa150,28,0.162385714285714,0,0.351351,8,0.207681872472381,0.0922273257965777,0.464912501525926
D00454,hsa150,28,0.259107607142857,0.075472,0.607143,21,0.194872486967624,0.136585625862236,0.464912501525926
D00509,hsa150,28,0.263331321428571,0.085714,0.529412,5,0.302148055083957,0.176510672989843,0.488998837935813
D00513,hsa150,28,0.242452214285714,0.06,0.411765,18,0.205242798105036,0.133119294057334,0.464912501525926
D00563,hsa150,28,0.27222175,0.1,0.6,3,0.252690674436115,0.136585625862236,0.464912501525926
D00604,hsa150,28,0.230976321428571,0.041667,0.933333,3,0.376807337483861,0.176510672989843,0.488998837935813
D00606,hsa150,28,0.205949214285714,0.076923,0.666667,2,0.47695566973087,0.464912501525926,0.488998837935813
D00607,hsa150,28,0.0906824285714286,0,0.658537,5,0.302148055083957,0.176510672989843,0.488998837935813
D00609,hsa150,28,0.234229214285714,0.103448,0.416667,5,0.302148055083957,0.176510672989843,0.488998837935813
D00613,hsa150,28,0.247581571428571,0.085714,0.529412,4,0.321865744661652,0.157479558935953,0.488998837935813
D00996,hsa150,28,0.237004392857143,0.04,0.541667,8,0.257278311489786,0.153991261678963,0.488998837935813
D01022,hsa150,28,0.217004785714286,0.057692,0.352941,5,0.302148055083957,0.176510672989843,0.488998837935813
D01603,hsa150,28,0.186721785714286,0.046512,0.311111,5,0.302148055083957,0.176510672989843,0.488998837935813
D01713,hsa150,28,0.267549,0.078431,0.6,7,0.213418816745891,0.136585625862236,0.464912501525926
D02076,hsa150,28,0.216727821428571,0.050847,0.428571,2,0.47695566973087,0.464912501525926,0.488998837935813
D02149,hsa150,28,0.192833928571429,0.035714,0.541667,8,0.257278311489786,0.153991261678963,0.488998837935813
D02237,hsa150,28,0.0967157142857143,0,0.658537,5,0.302148055083957,0.176510672989843,0.488998837935813
D02356,hsa150,28,0.206371,0.030303,0.421053,6,0.230507421433793,0.169425511197663,0.464912501525926
D03274,hsa150,28,0.235347321428571,0.027778,0.787234,2,0.47695566973087,0.464912501525926,0.488998837935813
D04034,hsa150,28,0.215183357142857,0.025641,0.787234,2,0.47695566973087,0.464912501525926,0.488998837935813
D00136,hsa151,24,0.269885291666667,0.085106,0.441176,3,0.310790608741315,0.224826549141989,0.464912501525926
D00255,hsa151,24,0.243112583333333,0.048387,0.411765,7,0.213862734292942,0.14457166803813,0.464912501525926
D00270,hsa151,24,0.294096916666667,0.037037,0.538462,6,0.22751394425727,0.138125630432341,0.464912501525926
D00281,hsa151,24,0.237043791666667,0.042553,0.933333,5,0.292737828636701,0.174358020990416,0.464912501525926
D00283,hsa151,24,0.298276083333333,0.074074,0.607143,24,0.191830106887037,0.129131610931173,0.464912501525926
D00437,hsa151,24,0.159844541666667,0,0.21875,8,0.198903146289869,0.094186030268357,0.464912501525926
D00454,hsa151,24,0.269331708333333,0.075472,0.607143,21,0.185106221152296,0.126320100090586,0.464912501525926
D00509,hsa151,24,0.27650325,0.12963,0.529412,5,0.292737828636701,0.174358020990416,0.464912501525926
D00513,hsa151,24,0.238270125,0.06,0.411765,18,0.195265146103084,0.140310072717326,0.464912501525926
D00563,hsa151,24,0.285264458333333,0.1,0.6,3,0.254847597333211,0.14290371397515,0.464912501525926
D00604,hsa151,24,0.23521975,0.041667,0.933333,3,0.361779344234337,0.174358020990416,0.464912501525926
D00606,hsa151,24,0.193504125,0.108696,0.409091,2,0.455490005856298,0.446067510186669,0.464912501525926
D00607,hsa151,24,0.093364,0.016949,0.658537,5,0.292737828636701,0.174358020990416,0.464912501525926
D00609,hsa151,24,0.243803666666667,0.103448,0.416667,5,0.292737828636701,0.174358020990416,0.464912501525926
D00613,hsa151,24,0.262591583333333,0.134615,0.529412,4,0.30019703426428,0.138125630432341,0.464912501525926
D00996,hsa151,24,0.236236208333333,0.042553,0.541667,8,0.242888331279658,0.14457166803813,0.464912501525926
D01022,hsa151,24,0.222473041666667,0.057692,0.352941,5,0.292737828636701,0.174358020990416,0.464912501525926
D01603,hsa151,24,0.191188583333333,0.114754,0.311111,5,0.292737828636701,0.174358020990416,0.464912501525926
D01713,hsa151,24,0.279473708333333,0.078431,0.6,7,0.210442833293823,0.14290371397515,0.464912501525926
D02076,hsa151,24,0.223328416666667,0.050847,0.428571,2,0.455490005856298,0.446067510186669,0.464912501525926
D02149,hsa151,24,0.192886291666667,0.035714,0.541667,8,0.242888331279658,0.14457166803813,0.464912501525926
D02237,hsa151,24,0.0997955,0,0.658537,5,0.292737828636701,0.174358020990416,0.464912501525926
D02356,hsa151,24,0.21207925,0.030303,0.421053,6,0.22604476464663,0.155620606730202,0.464912501525926
D03274,hsa151,24,0.24965725,0.027778,0.787234,2,0.455490005856298,0.446067510186669,0.464912501525926
D04034,hsa151,24,0.228888166666667,0.025641,0.787234,2,0.455490005856298,0.446067510186669,0.464912501525926
D00281,hsa152,14,0.246251785714286,0.042553,0.933333,5,0.304450029693936,0.194233874210128,0.488998837935813
D00509,hsa152,14,0.261278,0.12963,0.529412,5,0.304450029693936,0.194233874210128,0.488998837935813
D00604,hsa152,14,0.248389714285714,0.041667,0.933333,3,0.376433407444203,0.194233874210128,0.488998837935813
D00606,hsa152,14,0.196467928571429,0.108696,0.409091,2,0.467533174061241,0.446067510186669,0.488998837935813
D00607,hsa152,14,0.113603785714286,0.025641,0.658537,5,0.304450029693936,0.194233874210128,0.488998837935813
D00609,hsa152,14,0.2006205,0.103448,0.309524,5,0.304450029693936,0.194233874210128,0.488998837935813
D00613,hsa152,14,0.252446214285714,0.134615,0.529412,4,0.312912544155379,0.147305642561901,0.488998837935813
D00996,hsa152,14,0.230433928571429,0.042553,0.541667,8,0.253799395868163,0.144010767114237,0.488998837935813
D01022,hsa152,14,0.224382214285714,0.057692,0.352941,5,0.304450029693936,0.194233874210128,0.488998837935813
D01603,hsa152,14,0.165547071428571,0.114754,0.311111,5,0.304450029693936,0.194233874210128,0.488998837935813
D02076,hsa152,14,0.232665071428571,0.050847,0.428571,2,0.467533174061241,0.446067510186669,0.488998837935813
D02149,hsa152,14,0.199511928571429,0.035714,0.541667,8,0.253799395868163,0.144010767114237,0.488998837935813
D02237,hsa152,14,0.117383071428571,0.026316,0.658537,5,0.304450029693936,0.194233874210128,0.488998837935813
D03274,hsa152,14,0.214613357142857,0.027778,0.787234,2,0.467533174061241,0.446067510186669,0.488998837935813
D04034,hsa152,14,0.201667071428571,0.025641,0.787234,2,0.467533174061241,0.446067510186669,0.488998837935813
D00095,hsa153,30,0.358257,0.12,0.928571,2,0.333225516923244,0.232145206839278,0.43430582700721
D00235,hsa153,30,0.3938154,0.157895,0.727273,1,0.43430582700721,0.43430582700721,0.43430582700721
D00255,hsa153,30,0.313414266666667,0.145833,0.472222,7,0.271641692076769,0.167190765258552,0.43430582700721
D00432,hsa153,30,0.339007866666667,0.192308,0.538462,2,0.42876865894883,0.42323149089045,0.43430582700721
D00437,hsa153,30,0.1808705,0.092308,0.289474,8,0.24815510165979,0.0837489687409376,0.43430582700721
D00454,hsa153,30,0.208278766666667,0.129032,0.314286,21,0.207553726930318,0.11983607753572,0.43430582700721
D00483,hsa153,30,0.425613066666667,0.213333,0.809524,2,0.42876865894883,0.42323149089045,0.43430582700721
D00513,hsa153,30,0.410356066666667,0.194444,0.809524,18,0.233720402195549,0.160627010291129,0.43430582700721
D00598,hsa153,30,0.396639,0.170732,0.88,1,0.43430582700721,0.43430582700721,0.43430582700721
D00601,hsa153,30,0.312805833333333,0.123077,0.88,1,0.43430582700721,0.43430582700721,0.43430582700721
D00632,hsa153,30,0.411891166666667,0.142857,0.956522,1,0.43430582700721,0.43430582700721,0.43430582700721
D00635,hsa153,30,0.308068166666667,0.126984,0.88,1,0.43430582700721,0.43430582700721,0.43430582700721
D00645,hsa153,30,0.291053166666667,0.158537,0.424242,1,0.43430582700721,0.43430582700721,0.43430582700721
D00996,hsa153,30,0.3633621,0.118421,0.928571,8,0.261057366012796,0.167190765258552,0.43430582700721
D01390,hsa153,30,0.433924433333333,0.144737,1,2,0.42876865894883,0.42323149089045,0.43430582700721
D01454,hsa153,30,0.3865245,0.153846,0.56,2,0.42876865894883,0.42323149089045,0.43430582700721
D02066,hsa153,30,0.3288582,0.192308,0.439024,2,0.42876865894883,0.42323149089045,0.43430582700721
D02149,hsa153,30,0.303449133333333,0.13253,0.617647,8,0.261057366012796,0.167190765258552,0.43430582700721
D02150,hsa153,30,0.433924433333333,0.144737,1,2,0.42876865894883,0.42323149089045,0.43430582700721
D02338,hsa153,30,0.372801733333333,0.17284,0.592593,2,0.42876865894883,0.42323149089045,0.43430582700721
D02342,hsa153,30,0.391367233333333,0.153846,0.68,1,0.43430582700721,0.43430582700721,0.43430582700721
D02374,hsa153,30,0.3215326,0.157895,0.518519,2,0.42876865894883,0.42323149089045,0.43430582700721
D02910,hsa153,30,0.2757488,0.148936,0.418605,1,0.232145206839278,0.232145206839278,0.232145206839278
D03415,hsa153,30,0.1863687,0.103448,0.364865,2,0.42876865894883,0.42323149089045,0.43430582700721
D03490,hsa153,30,0.380119266666667,0.166667,0.88,1,0.43430582700721,0.43430582700721,0.43430582700721
D03879,hsa153,30,0.410625133333333,0.146341,0.956522,2,0.42876865894883,0.42323149089045,0.43430582700721
D03880,hsa153,30,0.2852528,0.092308,0.591837,1,0.43430582700721,0.43430582700721,0.43430582700721
D03881,hsa153,30,0.358785566666667,0.117647,0.6875,1,0.43430582700721,0.43430582700721,0.43430582700721
D00095,hsa154,34,0.354145647058824,0.12,0.928571,2,0.340037555681938,0.245769284356666,0.43430582700721
