drug,targets,S1,S2,S3,S4,S5,S6,S7,S8
D00187,hsa2100,5,0.1628874,0.065217,0.289474,1,0.102551371872857,0.102551371872857,0.102551371872857
D00188,hsa2100,5,0.1975548,0.066667,0.297297,1,0.102551371872857,0.102551371872857,0.102551371872857
D00211,hsa2100,5,0.1517146,0.112676,0.189873,1,0.0887873905929847,0.0887873905929847,0.0887873905929847
D00246,hsa2100,5,0.2036374,0.108696,0.276596,1,0.144458467816554,0.144458467816554,0.144458467816554
D00279,hsa2100,5,0.221876,0.14,0.333333,1,0.0961173005583893,0.0961173005583893,0.0961173005583893
D00299,hsa2100,5,0.1668422,0.065217,0.289474,1,0.102551371872857,0.102551371872857,0.102551371872857
D00312,hsa2100,5,0.3590896,0.153846,0.607143,1,0.385291520838268,0.385291520838268,0.385291520838268
D00316,hsa2100,5,0.1399284,0.098361,0.179487,6,0.133196505025918,0.0366355565472728,0.16852812709186
D00327,hsa2100,5,0.212867,0.1,0.333333,2,0.252624243658943,0.119956966479618,0.385291520838268
D00348,hsa2100,5,0.078129,0.055556,0.105263,1,0.148962852942309,0.148962852942309,0.148962852942309
D00443,hsa2100,5,0.159437,0.042553,0.25641,1,0.122777591813845,0.122777591813845,0.122777591813845
D00462,hsa2100,5,0.2184614,0.076923,0.4,1,0.119956966479618,0.119956966479618,0.119956966479618
D00506,hsa2100,5,0.1472618,0.09434,0.233333,1,0.13704416494424,0.13704416494424,0.13704416494424
D00554,hsa2100,5,0.4547006,0.235294,0.826087,1,0.385291520838268,0.385291520838268,0.385291520838268
D00565,hsa2100,5,0.2495476,0.137931,0.451613,1,0.0961173005583893,0.0961173005583893,0.0961173005583893
D00585,hsa2100,5,0.2749022,0.196429,0.405405,4,0.12959737789507,0.119956966479618,0.144458467816554
D00586,hsa2100,5,0.2136538,0.2,0.230769,1,0.119956966479618,0.119956966479618,0.119956966479618
D00596,hsa2100,5,0.2024778,0.138462,0.292683,1,0.0944790521170864,0.0944790521170864,0.0944790521170864
D00627,hsa2100,5,0.1946732,0.113208,0.298246,1,0.0944790521170864,0.0944790521170864,0.0944790521170864
D00690,hsa2100,5,0.2311388,0.122449,0.361702,1,0.131196485470263,0.131196485470263,0.131196485470263
D00730,hsa2100,5,0.2408654,0.170213,0.36,1,0.0887873905929847,0.0887873905929847,0.0887873905929847
D00898,hsa2100,5,0.3390632,0.150943,0.818182,1,0.385291520838268,0.385291520838268,0.385291520838268
D00930,hsa2100,5,0.175635,0.086957,0.282051,1,0.102551371872857,0.102551371872857,0.102551371872857
D00950,hsa2100,5,0.1975226,0.075,0.34375,2,0.258244003154265,0.131196485470263,0.385291520838268
D00951,hsa2100,5,0.1753692,0.043478,0.295455,1,0.131196485470263,0.131196485470263,0.131196485470263
D00954,hsa2100,5,0.1975226,0.075,0.34375,2,0.258244003154265,0.131196485470263,0.385291520838268
D00956,hsa2100,5,0.309026,0.162791,0.470588,1,0.119956966479618,0.119956966479618,0.119956966479618
D00961,hsa2100,5,0.2792672,0.195122,0.361111,1,0.119956966479618,0.119956966479618,0.119956966479618
D00962,hsa2100,5,0.2338576,0.127273,0.347826,1,0.385291520838268,0.385291520838268,0.385291520838268
D00965,hsa2100,5,0.2061468,0.14,0.243902,1,0.119956966479618,0.119956966479618,0.119956966479618
D01115,hsa2100,5,0.1454466,0.041667,0.255319,1,0.122777591813845,0.122777591813845,0.122777591813845
D01132,hsa2100,5,0.2849766,0.178571,0.40625,7,0.12778185883065,0.0366355565472728,0.16852812709186
D01217,hsa2100,5,0.196751,0.04878,0.34375,1,0.131196485470263,0.131196485470263,0.131196485470263
D01294,hsa2100,5,0.180729,0.043478,0.325581,2,0.258244003154265,0.131196485470263,0.385291520838268
D01387,hsa2100,5,0.1684312,0.056604,0.27451,1,0.144458467816554,0.144458467816554,0.144458467816554
D01441,hsa2100,5,0.262961,0.202899,0.45283,1,0.0886474805186148,0.0886474805186148,0.0886474805186148
D01689,hsa2100,5,0.2064152,0.083333,0.386364,1,0.144458467816554,0.144458467816554,0.144458467816554
D02367,hsa2100,5,0.191483,0.075,0.34375,2,0.258244003154265,0.131196485470263,0.385291520838268
D05341,hsa2100,5,0.1107228,0.027027,0.282609,1,0.148144238837628,0.148144238837628,0.148144238837628
D00040,hsa2101,1,0.066667,0.066667,0.066667,1,0.0949960169480974,0.0949960169480974,0.0949960169480974
D00066,hsa2101,1,0.04878,0.04878,0.04878,2,0.198241752247173,0.142383357449572,0.254100147044773
D00067,hsa2101,1,0.212121,0.212121,0.212121,1,0.254100147044773,0.254100147044773,0.254100147044773
D00075,hsa2101,1,0.078947,0.078947,0.078947,1,0.124191806468867,0.124191806468867,0.124191806468867
D00088,hsa2101,1,0.095238,0.095238,0.095238,1,0.154411534459839,0.154411534459839,0.154411534459839
D00094,hsa2101,1,0.076923,0.076923,0.076923,9,0.144134554374539,0.038773270945947,0.236719914221088
D00105,hsa2101,1,0.25,0.25,0.25,2,0.246830791159299,0.239561435273825,0.254100147044773
D00129,hsa2101,1,0.086957,0.086957,0.086957,1,0.138295014055253,0.138295014055253,0.138295014055253
D00143,hsa2101,1,0.075,0.075,0.075,1,0.124020711581926,0.124020711581926,0.124020711581926
D00163,hsa2101,1,0.090909,0.090909,0.090909,1,0.136654880970634,0.136654880970634,0.136654880970634
D00182,hsa2101,1,0.05,0.05,0.05,1,0.142383357449572,0.142383357449572,0.142383357449572
D00187,hsa2101,1,0.065217,0.065217,0.065217,1,0.138295014055253,0.138295014055253,0.138295014055253
D00188,hsa2101,1,0.066667,0.066667,0.066667,1,0.138295014055253,0.138295014055253,0.138295014055253
D00211,hsa2101,1,0.112676,0.112676,0.112676,1,0.124020711581926,0.124020711581926,0.124020711581926
D00246,hsa2101,1,0.108696,0.108696,0.108696,1,0.154411534459839,0.154411534459839,0.154411534459839
D00279,hsa2101,1,0.333333,0.333333,0.333333,1,0.11005572899274,0.11005572899274,0.11005572899274
D00299,hsa2101,1,0.065217,0.065217,0.065217,1,0.138295014055253,0.138295014055253,0.138295014055253
D00312,hsa2101,1,0.153846,0.153846,0.153846,1,0.254100147044773,0.254100147044773,0.254100147044773
D00316,hsa2101,1,0.179487,0.179487,0.179487,6,0.176623728790274,0.038773270945947,0.236719914221088
D00327,hsa2101,1,0.1,0.1,0.1,2,0.18914597675682,0.124191806468867,0.254100147044773
D00348,hsa2101,1,0.076923,0.076923,0.076923,1,0.188524604309974,0.188524604309974,0.188524604309974
D00443,hsa2101,1,0.042553,0.042553,0.042553,1,0.136918210708971,0.136918210708971,0.136918210708971
D00462,hsa2101,1,0.076923,0.076923,0.076923,1,0.124191806468867,0.124191806468867,0.124191806468867
D00506,hsa2101,1,0.233333,0.233333,0.233333,1,0.169994059397339,0.169994059397339,0.169994059397339
D00554,hsa2101,1,0.235294,0.235294,0.235294,1,0.254100147044773,0.254100147044773,0.254100147044773
D00565,hsa2101,1,0.451613,0.451613,0.451613,1,0.11005572899274,0.11005572899274,0.11005572899274
D00585,hsa2101,1,0.209302,0.209302,0.209302,4,0.139476227271812,0.124191806468867,0.154411534459839
D00586,hsa2101,1,0.21875,0.21875,0.21875,1,0.124191806468867,0.124191806468867,0.124191806468867
D00596,hsa2101,1,0.292683,0.292683,0.292683,1,0.128351667703708,0.128351667703708,0.128351667703708
D00627,hsa2101,1,0.282609,0.282609,0.282609,1,0.128351667703708,0.128351667703708,0.128351667703708
D00690,hsa2101,1,0.122449,0.122449,0.122449,1,0.142383357449572,0.142383357449572,0.142383357449572
D00730,hsa2101,1,0.36,0.36,0.36,1,0.124020711581926,0.124020711581926,0.124020711581926
D00898,hsa2101,1,0.818182,0.818182,0.818182,1,0.254100147044773,0.254100147044773,0.254100147044773
D00930,hsa2101,1,0.086957,0.086957,0.086957,1,0.138295014055253,0.138295014055253,0.138295014055253
D00950,hsa2101,1,0.075,0.075,0.075,2,0.198241752247173,0.142383357449572,0.254100147044773
D00951,hsa2101,1,0.043478,0.043478,0.043478,1,0.142383357449572,0.142383357449572,0.142383357449572
D00954,hsa2101,1,0.075,0.075,0.075,2,0.198241752247173,0.142383357449572,0.254100147044773
D00956,hsa2101,1,0.162791,0.162791,0.162791,1,0.124191806468867,0.124191806468867,0.124191806468867
D00961,hsa2101,1,0.361111,0.361111,0.361111,1,0.124191806468867,0.124191806468867,0.124191806468867
D00962,hsa2101,1,0.347826,0.347826,0.347826,1,0.254100147044773,0.254100147044773,0.254100147044773
D00965,hsa2101,1,0.2,0.2,0.2,1,0.124191806468867,0.124191806468867,0.124191806468867
D01115,hsa2101,1,0.041667,0.041667,0.041667,1,0.136918210708971,0.136918210708971,0.136918210708971
D01132,hsa2101,1,0.40625,0.40625,0.40625,7,0.166070535905395,0.038773270945947,0.236719914221088
D01161,hsa2101,1,0.173077,0.173077,0.173077,2,0.246830791159299,0.239561435273825,0.254100147044773
D01217,hsa2101,1,0.04878,0.04878,0.04878,1,0.142383357449572,0.142383357449572,0.142383357449572
D01294,hsa2101,1,0.043478,0.043478,0.043478,2,0.198241752247173,0.142383357449572,0.254100147044773
D01387,hsa2101,1,0.056604,0.056604,0.056604,1,0.154411534459839,0.154411534459839,0.154411534459839
D01441,hsa2101,1,0.24,0.24,0.24,1,0.0949960169480974,0.0949960169480974,0.0949960169480974
D01689,hsa2101,1,0.083333,0.083333,0.083333,1,0.154411534459839,0.154411534459839,0.154411534459839
D02217,hsa2101,1,0.341463,0.341463,0.341463,2,0.246830791159299,0.239561435273825,0.254100147044773
D02367,hsa2101,1,0.075,0.075,0.075,2,0.198241752247173,0.142383357449572,0.254100147044773
D04066,hsa2101,1,0.195122,0.195122,0.195122,2,0.246830791159299,0.239561435273825,0.254100147044773
D05341,hsa2101,1,0.085714,0.085714,0.085714,1,0.184967167018432,0.184967167018432,0.184967167018432
D00040,hsa2103,1,0.066667,0.066667,0.066667,1,0.0917355367128298,0.0917355367128298,0.0917355367128298
D00066,hsa2103,1,0.04878,0.04878,0.04878,2,0.187606997123822,0.133362966690369,0.241851027557274
D00067,hsa2103,1,0.212121,0.212121,0.212121,1,0.241851027557274,0.241851027557274,0.241851027557274
D00075,hsa2103,1,0.078947,0.078947,0.078947,1,0.110717515672762,0.110717515672762,0.110717515672762
D00088,hsa2103,1,0.095238,0.095238,0.095238,1,0.144227170174578,0.144227170174578,0.144227170174578
D00094,hsa2103,1,0.076923,0.076923,0.076923,9,0.14203562161614,0.0376573723308501,0.232586661248195
D00105,hsa2103,1,0.25,0.25,0.25,2,0.234212000308087,0.226572973058899,0.241851027557274
D00129,hsa2103,1,0.086957,0.086957,0.086957,1,0.14118775181612,0.14118775181612,0.14118775181612
D00143,hsa2103,1,0.075,0.075,0.075,1,0.112519169112861,0.112519169112861,0.112519169112861
D00163,hsa2103,1,0.090909,0.090909,0.090909,1,0.14022485455954,0.14022485455954,0.14022485455954
D00182,hsa2103,1,0.05,0.05,0.05,1,0.133362966690369,0.133362966690369,0.133362966690369
D00187,hsa2103,1,0.065217,0.065217,0.065217,1,0.14118775181612,0.14118775181612,0.14118775181612
D00188,hsa2103,1,0.066667,0.066667,0.066667,1,0.14118775181612,0.14118775181612,0.14118775181612
D00211,hsa2103,1,0.112676,0.112676,0.112676,1,0.112519169112861,0.112519169112861,0.112519169112861
D00246,hsa2103,1,0.108696,0.108696,0.108696,1,0.144227170174578,0.144227170174578,0.144227170174578
D00279,hsa2103,1,0.333333,0.333333,0.333333,1,0.123747169691191,0.123747169691191,0.123747169691191
D00299,hsa2103,1,0.065217,0.065217,0.065217,1,0.14118775181612,0.14118775181612,0.14118775181612
D00312,hsa2103,1,0.153846,0.153846,0.153846,1,0.241851027557274,0.241851027557274,0.241851027557274
D00316,hsa2103,1,0.179487,0.179487,0.179487,6,0.174358615402252,0.0376573723308501,0.232586661248195
D00327,hsa2103,1,0.1,0.1,0.1,2,0.176284271615018,0.110717515672762,0.241851027557274
D00348,hsa2103,1,0.076923,0.076923,0.076923,1,0.177806631347855,0.177806631347855,0.177806631347855
D00443,hsa2103,1,0.042553,0.042553,0.042553,1,0.114967307197784,0.114967307197784,0.114967307197784
D00462,hsa2103,1,0.076923,0.076923,0.076923,1,0.110717515672762,0.110717515672762,0.110717515672762
D00506,hsa2103,1,0.233333,0.233333,0.233333,1,0.157941243147555,0.157941243147555,0.157941243147555
D00554,hsa2103,1,0.235294,0.235294,0.235294,1,0.241851027557274,0.241851027557274,0.241851027557274
D00565,hsa2103,1,0.451613,0.451613,0.451613,1,0.123747169691191,0.123747169691191,0.123747169691191
D00585,hsa2103,1,0.209302,0.209302,0.209302,4,0.125818739933873,0.110717515672762,0.144227170174578
D00586,hsa2103,1,0.21875,0.21875,0.21875,1,0.110717515672762,0.110717515672762,0.110717515672762
D00596,hsa2103,1,0.292683,0.292683,0.292683,1,0.126886718226598,0.126886718226598,0.126886718226598
D00627,hsa2103,1,0.282609,0.282609,0.282609,1,0.126886718226598,0.126886718226598,0.126886718226598
D00690,hsa2103,1,0.122449,0.122449,0.122449,1,0.133362966690369,0.133362966690369,0.133362966690369
D00730,hsa2103,1,0.36,0.36,0.36,1,0.112519169112861,0.112519169112861,0.112519169112861
D00898,hsa2103,1,0.818182,0.818182,0.818182,1,0.241851027557274,0.241851027557274,0.241851027557274
D00930,hsa2103,1,0.086957,0.086957,0.086957,1,0.14118775181612,0.14118775181612,0.14118775181612
D00950,hsa2103,1,0.075,0.075,0.075,2,0.187606997123822,0.133362966690369,0.241851027557274
D00951,hsa2103,1,0.043478,0.043478,0.043478,1,0.133362966690369,0.133362966690369,0.133362966690369
D00954,hsa2103,1,0.075,0.075,0.075,2,0.187606997123822,0.133362966690369,0.241851027557274
D00956,hsa2103,1,0.162791,0.162791,0.162791,1,0.110717515672762,0.110717515672762,0.110717515672762
D00961,hsa2103,1,0.361111,0.361111,0.361111,1,0.110717515672762,0.110717515672762,0.110717515672762
D00962,hsa2103,1,0.347826,0.347826,0.347826,1,0.241851027557274,0.241851027557274,0.241851027557274
D00965,hsa2103,1,0.2,0.2,0.2,1,0.110717515672762,0.110717515672762,0.110717515672762
D01115,hsa2103,1,0.041667,0.041667,0.041667,1,0.114967307197784,0.114967307197784,0.114967307197784
D01132,hsa2103,1,0.40625,0.40625,0.40625,7,0.163196126712177,0.0376573723308501,0.232586661248195
D01161,hsa2103,1,0.173077,0.173077,0.173077,2,0.234212000308087,0.226572973058899,0.241851027557274
D01217,hsa2103,1,0.04878,0.04878,0.04878,1,0.133362966690369,0.133362966690369,0.133362966690369
D01294,hsa2103,1,0.043478,0.043478,0.043478,2,0.187606997123822,0.133362966690369,0.241851027557274
D01387,hsa2103,1,0.056604,0.056604,0.056604,1,0.144227170174578,0.144227170174578,0.144227170174578
D01441,hsa2103,1,0.24,0.24,0.24,1,0.0917355367128298,0.0917355367128298,0.0917355367128298
D01689,hsa2103,1,0.083333,0.083333,0.083333,1,0.144227170174578,0.144227170174578,0.144227170174578
D02217,hsa2103,1,0.341463,0.341463,0.341463,2,0.234212000308087,0.226572973058899,0.241851027557274
D02367,hsa2103,1,0.075,0.075,0.075,2,0.187606997123822,0.133362966690369,0.241851027557274
D04066,hsa2103,1,0.195122,0.195122,0.195122,2,0.234212000308087,0.226572973058899,0.241851027557274
D05341,hsa2103,1,0.085714,0.085714,0.085714,1,0.190795358652709,0.190795358652709,0.190795358652709
D00040,hsa2104,1,0.066667,0.066667,0.066667,1,0.0946959150190497,0.0946959150190497,0.0946959150190497
D00066,hsa2104,1,0.04878,0.04878,0.04878,2,0.199684517457259,0.140475251842776,0.258893783071742
D00067,hsa2104,1,0.212121,0.212121,0.212121,1,0.258893783071742,0.258893783071742,0.258893783071742
D00075,hsa2104,1,0.078947,0.078947,0.078947,1,0.119156991913079,0.119156991913079,0.119156991913079
D00088,hsa2104,1,0.095238,0.095238,0.095238,1,0.161482721036549,0.161482721036549,0.161482721036549
D00094,hsa2104,1,0.076923,0.076923,0.076923,9,0.156342719428636,0.0408015113159692,0.250417819756327
D00105,hsa2104,1,0.25,0.25,0.25,2,0.24951750645065,0.240141229829559,0.258893783071742
D00129,hsa2104,1,0.086957,0.086957,0.086957,1,0.142766050057796,0.142766050057796,0.142766050057796
D00143,hsa2104,1,0.075,0.075,0.075,1,0.115004246729531,0.115004246729531,0.115004246729531
D00163,hsa2104,1,0.090909,0.090909,0.090909,1,0.153875566327121,0.153875566327121,0.153875566327121
D00182,hsa2104,1,0.05,0.05,0.05,1,0.140475251842776,0.140475251842776,0.140475251842776
D00187,hsa2104,1,0.065217,0.065217,0.065217,1,0.142766050057796,0.142766050057796,0.142766050057796
D00188,hsa2104,1,0.066667,0.066667,0.066667,1,0.142766050057796,0.142766050057796,0.142766050057796
D00211,hsa2104,1,0.112676,0.112676,0.112676,1,0.115004246729531,0.115004246729531,0.115004246729531
